Date,Name,Year,Letterboxd.URI,Rating,Rewatch,Review,Tags,Watched.Date
2020-09-02,The Twilight Saga: New Moon,2009,https://letterboxd.com/breellis21/film/the-twilight-saga-new-moon/1/,2,Yes,Big fan of muscular Taylor Lautner riding a motorcycle,"atx, quarantine!, bre myself and i",2020-09-01
2020-09-05,I'm Thinking of Ending Things,2020,https://letterboxd.com/breellis21/film/im-thinking-of-ending-things/,NA,NA,Uhhh I need to rewatch this one. Too much tequila beforehand,"atx, normz, tiny dancer, what did you learn today?, quarantine!, scener",2020-09-04
2020-09-06,I'm Thinking of Ending Things,2020,https://letterboxd.com/breellis21/film/im-thinking-of-ending-things/1/,4,Yes,When Lucy said “I’m not a metaphorical type girl”... I felt that... but yaknow... someone has to be a pig infested with maggots so it might as well be you 😌,"atx, bre myself and i, bee hive, quarantine!",2020-09-05
2020-09-06,Call Me by Your Name,2017,https://letterboxd.com/breellis21/film/call-me-by-your-name/,5,NA,"Watching this after i haven’t been touched sensually in 183 days...  👁👄👁

Let’s not forget to feel our feelings... I’m sobbing🍑","atx, bre myself and i, im a cry baby, quarantine!",2020-09-05
2020-09-10,Cheaper by the Dozen,2003,https://letterboxd.com/breellis21/film/cheaper-by-the-dozen-2003/,4,Yes,Honestly I just want to be raised by steve martin and bonnie hunt,"936, quarantine!, queen colleen",2020-09-09
2020-09-12,Being John Malkovich,1999,https://letterboxd.com/breellis21/film/being-john-malkovich/,4,NA,This was honestly so fucked up lol,"936, bre myself and i, bee hive, quarantine!",2020-09-11
2020-09-13,Ferris Bueller's Day Off,1986,https://letterboxd.com/breellis21/film/ferris-buellers-day-off/,5,Yes,"<blockquote>
when cameron was in Egypt’s land... let my Cameron goooooooo</blockquote>yup middle school Bre was obsessed with this movie and so is senior year of college Bre !!","quarantine!, queen colleen",2020-09-12
2020-09-14,Cabaret,1972,https://letterboxd.com/breellis21/film/cabaret/,2.5,NA,"I know it's supposed to be bizarre and unsettling, but boi is this bizarre and unsettling.","wisco, quarantine!",2020-09-13
2020-09-21,The Devil All the Time,2020,https://letterboxd.com/breellis21/film/the-devil-all-the-time/,3.5,NA,"<blockquote>
Some people were born to be buried</blockquote>i went into this completely blind. I knew the cast was stacked but i knew nothing substantial about the plot... wow this movie just keeps GOING and GOING and GOING","quarantine!, queen colleen, what did you learn today?",2020-09-20
2020-09-24,This Is Paris,2020,https://letterboxd.com/breellis21/film/this-is-paris/,4,NA,"Paris Hilton’s new documentary is incredibly raw and honest. Paris was truly the first ~influencer~ long before girls with fake tans started selling detox teas on social media. 
She discuses family dynamics, being a DJ, childhood trauma, business endeavors, awful boyfriends, ~creating~ Kim Kardashian and more... anyways I love her and I have since I was young. Time to watch The Simple Life!

(I had to watch this documentary  over 6 days 😅 but it’s 100% worth it.)","936, bre myself and i, bee hive, wisco",2020-09-22
2020-09-24,Get Out,2017,https://letterboxd.com/breellis21/film/get-out-2017/,5,Yes,I’m taking a class over Jordan Peele and definitely geeked out rewatching this after analyzing Peele’s work for the last month or so. He’s brilliant. AND with a $5 million budget... *chefs kiss*,"936, bee hive, bre myself and i, quarantine!",2020-09-23
2020-09-27,Pride & Prejudice,2005,https://letterboxd.com/breellis21/film/pride-prejudice/,5,NA,the yearning! the passion! the silent stares! the tension! the hand flex! the ending! ALSO the rain scene!! Ohmygod!!! I am YEARNING... it’s libra season! Libras love love and i love love! UGH!! I want to be in love!!,"atx, quarantine!, tiny dancer, im a cry baby",2020-09-26
2020-10-03,The Nice Guys,2016,https://letterboxd.com/breellis21/film/the-nice-guys/,5,NA,"<blockquote>
""The porno acress? The one who died?"" ""<b>Young lady</b>. The porno <b>young lady</b>.""</blockquote>I haven’t laughed this hard in a long time!! Ugh I love Ryan Gosling in this!! And his mustache 😌","atx, tiny dancer, quarantine!",2020-10-02
